id,text,polarity,polarity_confidence,subjectivity,subjectivity_confidence;
"925200574299168769,""phone #5: Lightning Cable,XUZOU iPhone Charger 4Pack 3FT 6FT 6FT 10FT to USB Syncing and… https://goo.gl/fb/sRVdT5"",neutral,0.9661083817481995,objective,0.9999995977647494";
"925199398925099009,""so how long are you gonna keep the phone? The cameras are v similar coz they wanted to give the iphone X and edge, so unless youre a"",negative,0.6034483313560486,subjective,1.0";
925198660220129280,I've always wanted a iPhone 8 for years and years really truley need a phone badly would be the greatest gift to ever receive Please pic m,negative,0.5616021752357483,subjective,1.0;
925198518255570944,We want to help you get your phone up to date. Send us a DM and let us know what kind of iPhone you are using. https://twitter.com/messages/compose?recipient_id=3309375033 …,negative,0.4541279673576355,subjective,1.0;
925195824736473088,@ VZWSupport Called your CS to get clarification on iPhone preorders that are still pending. Was transferred to your fraud dept. who said they canceled my ordered by accident! Was told I would be able to reorder and still get phones by Friday.,negative,0.8092501759529114,subjective,1.0;
"925195756495130625,""I don't know about you guys but I hope the iPhone X is the first and last phone to get $1, 000 or more"",positive,0.8495520949363708,subjective,1.0";
925195595874045953,. @ ATTCares doesn't care about longtime customers! Lied on phone! Added Ste #to address on iPhone X Preorder and now 12/14 delivery??,negative,0.9159548878669739,objective,0.9999582424389941;
"925194314535358465,""Hi, can you please remove iCloud account from phone you sold me. You can access anywhere from your phone or PC. log in and remove it from iPhone 6 Plus. Thanks!!"",negative,0.7784632444381714,subjective,1.0";
925194255857012736,I got a brand new iPhone for free because when I did the update it froze my phone and kept shutting off. I have the warranty and Verizon,negative,0.5165767073631287,subjective,1.0;
925192444487991296,I'm trying to convince myself to save money and get the 64gb iPhone X but I just deleted 20gb on my phone and I'm still at 43 gigs,negative,0.5529519319534302,subjective,1.0;
925192386438975488,@ TMobile I got this message for my iPhone x’s. Called UPS and they say they haven’t received the phones at all yet. What’s going on? pic.twitter.com/nbElLUnaMM,neutral,0.41656824946403503,subjective,1.0;
925191705179013120,This iPhone 8 is annoying I can’t charge my phone and listen to music on my earphones at the same time,negative,0.9998806715011597,subjective,1.0;
925191574287454208,I want an iPhone!!!!!!! I hate my phone. Im going to get an iPhone next year. All my college work and apps are... http://fb.me/8X1NWuleB,negative,0.882729709148407,subjective,1.0;
925190274321731584,Is it a difference between the I phone 6 camera and tha iPhone 6s,neutral,0.7825628519058228,subjective,1.0;
925189845651206144,IPhone user: lol you can't play games with me via text Me and smart android user: I've dropped my phone from a roof with no scratches so,positive,0.576374351978302,subjective,1.0;
925189665514315781,My mom is brand new to smart phone let alone iPhone and asked me what all the emojis meant. Gonna need some patience to explain every little thing.,negative,0.42795711755752563,subjective,1.0;
925189633897574400,if you gettin the iPhone 5s or 6 in 2 weeks and dont wana pay for the phone go here to get it free ==> http://getweeklypaychecks.com/cp10.php?id=12130&campaign=i5si6 …,neutral,0.5982810258865356,subjective,1.0;
925189261481017344,Am I the only one who thinks I should have not bought the iPhone X and just purchased a flip phone?,neutral,0.41261234879493713,subjective,1.0;
"925189111987634178,""DAISEN Camera Tripod, Octopus Camera Holder and Phone # Tripod for iphone/Universal Smartphone/Cell phone/Camera… http://dlvr.it/PyQnq4 pic.twitter.com/i1Hh90XEdL"",neutral,0.9718815684318542,objective,0.999999999995308";
"925188640246034432,""Since I have the Jump! Program does that mean that essentially my iPhone is only worth $60, and I get no deal on the new phone?"",negative,0.41428616642951965,subjective,1.0";
925187737258479617,Aside. RS needs to spend $ on upgrading ATT systems. Spent 4 hrs this weekend both online and phone to order iPhone x,negative,0.8362955451011658,objective,0.999999999640991;
"925186397845311488,""@ tutu_helper my apps stop working when my phone dies, and I have to update my iPhone to get them working again. How can I fix this?"",negative,0.9126335382461548,subjective,1.0";
925185709715140608,I phone 7 or i phone 8 Main kiya farq hain What's the difference between iPhone 7 and IPhone 8 pic.twitter.com/ErLaOWqmLH,neutral,0.76445472240448,subjective,1.0;
925184849949761536,Awk pun salah baca..iphoneSE sy rosak. So officemate yg pakai iPhone 6.. nak bg phone dia..sebab dia dah beli iphone 8+. And iphone dia tak rosak pun.... so dia ada extra phone.. but betul la bukan rezeki sy.. sbb sebelum dia ckp nak bg. Sy dah beli phone baru. lambat sehari,neutral,0.7781302332878113,objective,1.0;
"925182190547333121,""its really hard going from an iphone 7 and a door to no phone, just a computer...and no door :("",negative,0.7520174980163574,objective,0.9975963164818201";
925181223286202368,My phone went from 100 to 4% today and it rarely goes below 60. When did my Android become an iPhone?,neutral,0.5777624249458313,subjective,1.0;
925180948899090433,I’m on iOS 11.0.3 on the iPhone 7 Plus. I’m also on version 8.4.25 of your app. I’ve logged in and out & restarted my phone. No luck.,positive,0.44370171427726746,subjective,1.0;
925179494872182784,I seriously havent gotten a new phone in 3 years and now I feel like a complete struggling grandma trying to use the new iPhone wtf,negative,0.8668981194496155,subjective,1.0;
925179397291872256,Since the new iPhone update my phone has lost all the names on my contacts and now freezes and shuts down periodically. # sick,negative,0.9502271413803101,subjective,1.0;
925179203254923264,Android phones could cure cancer and I’d probably still buy an iPhone.,neutral,0.8608464598655701,subjective,1.0;
925175992280371206,iPhone X comes in Friday. Have the weekend off. Might just sit in Starbucks all day with my phone on the table and flex pic.twitter.com/VD9KDJWNbG,positive,0.45966941118240356,objective,0.9967873715635476;
"925175289096949760µ2017-10-31 02:39µWHEN YOU GET YOUR KIDS A PHONE! AND IT'S NOT AN ""IPHONE"" (HILARIOUS): http://youtu.be/0If93zPOgqo?a via @ YouTubeµhttps://twitter.com/Big_gee_504/status/925175289096949760,nan,neutral,0.407149076461792,subjective,0.7952850462814437";
925174648811143169,I wish I never suggested for him to get an iPhone and stuck with the seniors phone with big buttons,negative,0.8391015529632568,subjective,1.0;
"925173144687644673,""Where I live, there are some people who think iPhone X and iPhone 10 are two completely different phones"",neutral,0.40480300784111023,subjective,1.0";
925172845814210560,My Dad had a big week: -iPhone -Instagram account -Bitmoji And did you know you can check scores on your phone by downloading ESPN?!,neutral,0.5668970346450806,subjective,1.0;
925172524681269248,so so far i love the iPhone 7 but i can't listen to music and charge my phone at the same time which is whack,positive,0.998029887676239,subjective,0.9999999999712883;
"925171865814839301,""My mom's phone accidentally landed into a toilet, and now she has an iPhone 8."",negative,0.5999121069908142,subjective,1.0";
925170527483949057,So the iPhone 7 is supposed to water proof and I never wanted to test it but I just dropped my phone in water on accident and nothing+,negative,0.7032835483551025,subjective,1.0;
925168335125471242,I’m asking for a iPhone(or any cell phone with touch screen and app ability’s or an air soft gun so I can play with my friends,neutral,0.6684134006500244,subjective,1.0;
"925167212574531584,""My iphone literally spazzed, went off, and wouldn't come back on. Wtf. No phone until Wednesday."",negative,0.9192618131637573,objective,0.9999784771756248";
"925166634834235393,""Alert: expect to see a lot of reviews of # iPhoneX tomorrow morning, and 90% of them will proclaim it the best iPhone/phone ever made."",positive,0.8587239384651184,subjective,1.0";
"925163798209683466,""@ Apple u got me again, u release a new IPhone and the new IOS update jams up the older phones! I will happily be going to a # Samsung # Bye"",positive,0.8808206915855408,subjective,1.0";
"925163776394936320,""My mom finally got an iPhone and she loves it, and now I'm so excited to get my new phone on Saturday!"",positive,0.963413417339325,subjective,1.0";
925162567051378688,I’m not used to the battery actually lasting this long on my phone and it’s awesome! I am so happy with my new iPhone,positive,0.9982783794403076,subjective,1.0;
925162433538347010,Order the latest & FREE UK Phones Here! Incl. iPhone 8 and X! http://ow.ly/ZMoSW http://fb.me/22qONmrkc,neutral,0.5892248153686523,subjective,0.9999586722833823;
"925162227174436864,""phone #6: Lightning Cable,XUZOU iPhone Charger 4Pack 3FT 6FT 6FT 10FT to USB Syncing and… https://goo.gl/fb/vEuhpR"",neutral,0.9661083817481995,objective,0.9999999999658542";
925161954129403904,I thought my iPhone X came in because I got a package notification from the apartment office and it was just a box to ship in my old phone..,neutral,0.4310683310031891,subjective,1.0;
925161330029551617,Imagine having a iPhone 8+ and needing to charge your phone as well as needing music,neutral,0.5447113513946533,objective,0.9999548923704683;
925160272528117760,So glad to have an # iPhone now and not a Samsung stupid phone deleted all my stuff things I’ll never get back @ SamsungMobile # Samsung,negative,0.9997683167457581,subjective,1.0;
"925159242063142912,""There's a good reason, their phone is better than the iPhone, and people know it!"",negative,0.47912710905075073,subjective,1.0";
925158418486366213,Order the latest & FREE UK Phones Here! Incl. iPhone 8 and X! http://ow.ly/ZMoSW Mobile News Podcast – The...http://ow.ly/Ri0R50eUazC,neutral,0.8424745202064514,subjective,0.9999898864737833;
925158042810966022,With the iPhone released last year and many Apple fans forced to upgrade to a $1000+ phone this year!! I am not happy! Going Samsung!,negative,0.8313911557197571,subjective,1.0;
925157945029079040,Jeff and Ed discuss iPhone X engineer fired after his daughter posted video of the new phone online. https://omny.fm/shows/the-jeff-ward-show-on-news-radio-590-klbj/jeff-ward-10-30-17 …,neutral,0.9374975562095642,objective,0.9997504695526497;
925157607433793539,Shoutout to Apple for Find My iPhone feature. My son threw my phone in a trash bag and I retrieved it from a dumpster. And yeah this was my first dumpster dive # Apple # iphone,negative,0.5132190585136414,subjective,1.0;
"925157142809776129,""Then the iPhone owner came up to him, hugged him, and got his phone**** https://twitter.com/basedlightskin/status/924837253494345728 …"",neutral,0.9861942529678345,subjective,1.0";
"925156662498902016,""DAISEN Camera Tripod, Octopus Camera Holder and Phone # Tripod for iphone/Universal Smartphone/Cell phone/Camera… http://dlvr.it/PyQ86W pic.twitter.com/Rmewv1mK0z"",neutral,0.9752318859100342,objective,0.999999999905417";
925156213548916736,anyway intrusive thought: plug your iphone cord into your pussy and charge your phone from there,negative,0.5923699140548706,subjective,0.9999999944791118;
925154725242159105,I kinda wanna get rid of my iPhone and just have a flip phone tbh,negative,0.7228220105171204,subjective,1.0;
925151584195108865,We want to make sure your phone is working smoothly. DM us what iPhone and version of iOS you are using and we'll go from there. https://twitter.com/messages/compose?recipient_id=3309375033 …,neutral,0.590369462966919,subjective,1.0;
925151518399004672,Can't afford a phone need 1bad please be my miracle and prayer answered to win iPhone 8 and grip case would absolutely change my life,neutral,0.4510071277618408,subjective,0.9999999999359364;
925149887657926656,My phone fuckin up and I'm not getting a new iPhone pic.twitter.com/5kn7B2MwT6,negative,0.8200458884239197,subjective,1.0;
925149132729257985,Might have to bite the bullet and get a new phone. My iPhone 6 is on its last legs,neutral,0.5996965169906616,subjective,0.9987248134726506;
"925148219193032705,""RT @ rickyykim: tbh larger phones like iPhone+ models, Galaxy Notes, and Pixel XLs should have touch sensors on the sides to help people scr…"",neutral,0.8431646227836609,objective,0.9999999999998745";
"925147800127582210,""tbh larger phones like iPhone+ models, Galaxy Notes, and Pixel XLs should have touch sensors on the sides to help people scroll # design"",neutral,0.844165027141571,objective,0.999999999999869";
925147138723581953,when will they realise their phone is utter dog shit and upgrade to an iPhone https://twitter.com/sereenaa_x/status/925146901523070976 …,neutral,0.9320662021636963,subjective,1.0;
925145172450643968,And that’s with trading in a iPhone 6s or newer and depends on the phone how much you get the iPhone x off,neutral,0.6900898218154907,subjective,1.0;
925144990606434304,Damn. This @ ATT iPhone ordering process is grueling at best. Been 45 min. on the phone and still ordering a damn phone...,positive,0.4913773834705353,objective,0.9999987761640842;
"925144840379121664,""2 iPhone 7 pluses, 3 androids, 500 dollars worth of free accessories, and 250 free $$ to pay off phones and my phone bill will only be around 90 a month... sickkkk"",neutral,0.5653018355369568,objective,0.9993908984717281";
925144456885567489,Picked up an iPhone 8 and the fact that I used a windows phone since the htc hd7 broke me BUT the app QUALITY gap is super real,neutral,0.6160561442375183,subjective,1.0;
"925142995174862848,""phone #10: Lightning Cable,XUZOU iPhone Charger 4Pack 3FT 6FT 6FT 10FT to USB Syncing and… https://goo.gl/fb/WaJTqq"",neutral,0.9661083817481995,objective,0.999998416723412";
"925142500079218688,""FOR IPHONE USERS: when your phone dies, and you plug it back up, when it turns on what color is it...? QT: with what color phone you have."",negative,0.8076574206352234,subjective,1.0";
"925141992467845120,""Jio iPhone X and Pixel 2 Offers, Jio Phone Rumours, Airtel's Rs. 1,349 Android Smartphone, and More: Your 360 http://tinyurl.com/yakbbj35 pic.twitter.com/34WK6JPhs5"",neutral,0.9628633260726929,objective,1.0";
925141325363548161,How convenient is it that my fucking phone dies right after the iPhone 8 and x are coming out Fuck you apple,negative,0.9414060711860657,subjective,1.0;
"925141314592739329,""Dear apple, stop making my f'ing phone lag and be slow, I ain't buying no new iPhone ugmfu"",negative,0.9833304286003113,subjective,1.0";
925140782885081091,And you don’t need to go iPhone Samsung phones are just as good.,positive,0.6850392818450928,subjective,1.0;
"925140503464591360,""the school took my phone again and i had to use my house phone. Then, when i was done i tried plugging it into my iphone charger! wtf?"",negative,0.9018597602844238,subjective,1.0";
"925140138417709056,""New iPhone updated deleted all my songs off my phone, awesome @ Apple @ AppleSupport and I’m pretty sure the battery is worse now"",positive,0.9091309905052185,subjective,1.0";
925139217818243073,Think your a bit weird m8 the phone does what I want tried others but prefer iPhone and I don’t do anything because others do,negative,0.7213531136512756,subjective,1.0;
"925139207244443651,""True, but that IS a new accessory, that I can’t use on anything except an iPhone or an iPad. The fact I can’t listen to music and charge my phone at the same time is another victim of Apple’s terrible decision."",neutral,0.8506891131401062,subjective,1.0";
"925137959585595393,""If no one buys Apple Care on a phone like this, they should have bought and iPhone X in the first place. It’s common sense."",negative,0.6251013875007629,subjective,1.0";
925137402011713537,Accidentally shut my phone in the dryer and find my iPhone couldn’t connect cus it didn’t get a signal in there. Found it an hour later. pic.twitter.com/v0ChKuZJgg,negative,0.539238452911377,subjective,1.0;
"925133446078517248,""I find it really funny how the iPhone X can be pre-ordered starting October 27, and they'll ship them out starting November 3, and today, October 30, my phone starts tweaking like a mf. Fuck y'all. I can't afford a new phone nor do I want a new one tf."",positive,0.8203691840171814,subjective,1.0";
925132391177474048,I’m telling you guys now if you don’t buy Apple care with the iPhone X it’s $269 to fix your screen... and $545 to replace the phone lol.,negative,0.40198636054992676,subjective,1.0;
"925131721967849473,""Say what you want about the iPhone X and it’s notch, but Apple have made a truly futuristic phone that stands out among the rest."",positive,0.8479598164558411,subjective,1.0";
925131385194545159,It was my birthday on 28th october and got my new phone which is the matte black iphone 7! I love this phone so much # iphone7 # dontsmashitpic.twitter.com/MLZPFUV55S,positive,0.9560556411743164,subjective,1.0;
925130565879246848,Helped Mum fix her phone and now she thinks I'm an iphone genius. I turned it off then back on,neutral,0.37853479385375977,subjective,1.0;
"925129480762306561,""Got a notification on Find my iPhone 3 hours ago about where my phone is out, and just now I was finally able to get the report... nice"",negative,0.9458401203155518,subjective,1.0";
925128698096787458,Receive a parcel and its puone casing.... for my iphone 6s. LOL. Aku da tukar phone baru nk smpi. Babi.,neutral,0.6882020831108093,objective,0.999999830177811;
925127629828636672,I upgraded from the iPhone 5s to the iPhone 8. Gosh this phone is fast and I need to check out the camera.,positive,0.3985600471496582,subjective,1.0;
"925127220280086530,""Jio iPhone X and Pixel 2 Offers, Jio Phone Rumours, Airtel’s Rs. 1,349 Android Smartphone,… http://wefixitservices.com/jio-iphone-x-and-pixel-2-offers-jio-phone-rumours-airtels-rs-1349-android-smartphone-and-more-your-360-daily/ …pic.twitter.com/7AjLAifzSd"",neutral,0.9836031198501587,objective,0.9999999996806679";
925127085311610880,With launch day just a few days away the anticipation of the new iPhone X is buzzing around and starting to make people feel that they would of been able to order one quicker. On the release I have 4 256GB space Gray iPhone X phones for sale. Free overnight del. # iPhoneX,positive,0.6998132467269897,subjective,1.0;
925126362691710987,Yo anytime a girl hand me they phone to put my numba in it.. And it’s a iPhone X .. I’m dippin off one time,neutral,0.41555261611938477,subjective,1.0;
925125695189209088,Tried being a nice person and letting the girl sitting next to me in class use my iPhone charger and then realized my phones on 2 percent.. pic.twitter.com/WFhJfDAa1L,positive,0.5875348448753357,subjective,1.0;
"925125229130735616,""Idk what phone you have, but if it's iPhone, press the home button and the power button at the same time till it comes on"",neutral,0.5012449622154236,subjective,1.0";
925124513481805824,So here's what happens when you get texts on an iPhone X and then look at the phone pic.twitter.com/uii81fjLse,neutral,0.6550742983818054,subjective,1.0;
925124377183735808,My battery started to fail and phone act up at almost the same time the iPhone 8 was released,negative,0.8841298222541809,subjective,0.9989257125911697;
"925122659662401536,""Not true, 2013 for United, so Galaxy s4, htc one and iphone 5s was the top phone. This blackberry is from 2009"",positive,0.791668176651001,objective,0.9999595921050496";
925122345248976896,guess who encrypted his iPhone backup and forgot the password to said backup when he tried to restore it to his new phone? this guy.,negative,0.5609238743782043,subjective,1.0;
925122109549969408,im just gon go ahead and get that new iphone my phone is so behind on updates it might explode,negative,0.3711722195148468,subjective,1.0;
925121775700242432,25 Android and iPhone Apps to Add a Second Phone Number for Business Only Calls http://news360.com/article/426460481 …,neutral,0.9924905896186829,objective,0.9999999981607257;
"925120559943487489,""I refused to update my iphone for a year and the second I did it, my phone started fucking up"",negative,0.8269316554069519,subjective,1.0";
"925120498039754752,""@ ATT so husband's SSN used for new Uverse, iphone, and home phone services and he's supppsed to call every at&t service individually?!!"",neutral,0.4508160948753357,subjective,1.0";
925120142631202816,Wow. @ SamsungUK Galaxy S8 all set up and it truly is a stunning phone. IPhone users don't know what they're missing. # phonewars,positive,0.9521913528442383,subjective,1.0;
925119344455143425,When your mom isn’t team iPhone and has to hang up the phone just to see if she got the picture you send her # wow,neutral,0.5518229007720947,subjective,1.0;
925119090703912960,Just blew a raspberry on FaceTime to Danaidh and the vibration made his phone fall and smash his brand new iPhone hahahahahahahahahaha,positive,0.5068162083625793,objective,0.9999996836122969;
925118331849494528,Ready for a new phone this year? We're doing an # iPhone giveaway during our # SDTechX # Halloween Soiree! Meet us and @ Lattice_Engines at @ CornerATX @ JWMarriottATX tonight to participate! # ABM # B2BMarketing # Intent # data # predictiveanalytics https://goo.gl/kV7F5C,neutral,0.6997073292732239,subjective,1.0;
925117827501232129,so my mum expects me to use an iphone 4 bc my phones going to be out for ateast a few days and its so small and i want death,negative,0.5517581105232239,subjective,1.0;
925117629135753216,Mmmm love that someone has stolen my phone and waited till tonight to disable find my iPhone thanks form love u x,positive,0.967492401599884,objective,0.9980573469665255;
925117256236961792,I am a man that definitely needs two phones and what better way than to have an Android and an iPhone? I'm a business man with needs.,neutral,0.4870506525039673,subjective,1.0;
"925116987415678977,""I am so happy that I finally got my new phone. Now, I just need to get my iPhone back and I will be a-ok."",positive,0.9964025020599365,subjective,1.0";
925116827524648960,What I learned is when you think your phone is missing go to the nearest friend with an iPhone and go straight to find my iPhone,negative,0.5739877223968506,subjective,1.0;
"925116682770763776,""(Jio iPhone X Offers, Jio Phone Production Rumours, and More: 360 Daily) - http://rincon-gadgets.com/2017/10/30/jio-iphone-x-offers-jio-phone-production-rumours-and-more-360-daily/ …pic.twitter.com/eqC0wuFNEk"",neutral,0.9432064890861511,objective,0.9999999999999993";
925115934712455168,It’s time for a new IPhone and a Google Phone...,neutral,0.5095328092575073,subjective,1.0;
925115452019310592,@ Apple you can stop messing with my battery life and slowing my phone down I'm going to get the iPhone X anyways. # bepatient # overit,negative,0.867286205291748,subjective,1.0;
925114699280199681,When the iOS11 update came out for the iphone my phone bricked on me and @ Apple pretty much just gave me the middle finger,positive,0.4519023299217224,subjective,1.0;
925114666388508672,Actually deciding to check the tips app out on my phone and found all shit this iphone can do. @ apple yall nice man,neutral,0.6915827393531799,objective,0.9999993594130216;
925114219581894656,Anybody else with an iPhone having the “box and ?” Pop up when they type “I”Or is my phone just bugging,neutral,0.5268326997756958,subjective,1.0;
925113027531366400,@ SamsungMobileUS Also do check to push updates without active SIM cards if phones are unlocked and fully paid @ ATTCares # iphone NAILS IT,neutral,0.7153754234313965,objective,0.9999975949130087;
"925110811177005056,""It'd be more helpful, though, if both the iPhone and Android phones didn't insist on hiding the mute button behind the num pad. Why do people think inconvenience is the exact opposite of what it is?"",negative,0.5091343522071838,subjective,1.0";
"925110042080305157,""Apple says my iPhone X has shipped, unfortunately it's the case and not the phone"",neutral,0.7391160130500793,subjective,1.0";
925109643696672769,Just dropped my phone off my 10 foot high balcony and shattered it. But I got an iPhone 7 plus out of it.,negative,0.39912617206573486,subjective,1.0;
925109205614415872,I got superglue on my finger 3 days ago and still can’t unlock my phone. Maybe I will get that iPhone X @ Apple lol,negative,0.7283375859260559,subjective,1.0;
925108502636388352,Forbes Now: The Best Wireless Charger For iPhone And Android Phones. http://google.com/newsstand/s/CBIwt5exvjY …,neutral,0.9578266143798828,objective,0.9999997708445857;
"925107651612049408,""I’m about to take my IPhone to @ Apple and shove it up their ass. Every fucking time I open anything at all on my phone, it freezes."",negative,0.5362160801887512,subjective,1.0";
925105307155562498,made it one month with the iphone 8 before i needed to listen to music and charge my phone at the same time -____-,positive,0.43825769424438477,subjective,1.0;
925105113366228993,So I WAS gonna get an iphone. Then I learned that the 8 and the X are STILL fucking trash compared to what Android phones have BEEN doing.,positive,0.5865222811698914,subjective,1.0;
"925104798936043526,""by which I mean we saved ~$30/mo instead of paying VZW for insurance and since we never smashed a phone, my iPhone X was already paid for!"",negative,0.693120539188385,subjective,1.0";
925104140975353856,@ Apple iPhone 6 has just shut off and won't turn on. Genius Bar was no help. 4th phone in under a year. What are my options ?,negative,0.9001796841621399,objective,0.999999999993916;
925103673935503360,Dialing a phone number on your Iphone calculator and wondering why the call isn't going through = Stressful day!,negative,0.9814139008522034,objective,0.9999998525226119;
925103430590349312,BOYS TEARS Available For Iphone and Samsung Phones Shop & Slay … https://www.instagram.com/p/Ba4uMVphIF0/,neutral,0.8786956667900085,objective,0.9999973863240498;
925103104667762688,BOYS TEARS Available For Iphone and Samsung Phones Shop & Slay … https://www.instagram.com/p/Ba4uCYqj-gt/,neutral,0.8786956667900085,objective,0.9999973863240498;
925103029170331648,New iPhone comes out and all of a sudden my phone battery messes up,negative,0.9457788467407227,objective,0.5450760294273608;
925102597622681600,Yo. My iPhone battery is draining at record speed. Haven’t even touched it in hours and it’s at 5%. C’mon apple I don’t want a new phone.,neutral,0.5788938403129578,subjective,1.0;
925101256099561472,My iPhone was stolen and this picture was uploaded to my iCloud. Please help me find this man who stole my phone. pic.twitter.com/kdwZtn3pO7,negative,0.6271364092826843,subjective,1.0;
"925100743081697280,""Data is anonymized and sold, no? Even with a Pixel phone. But you can use Google photos with your iPhone if you want."",neutral,0.7807397246360779,subjective,1.0";
925099649299599361,I just wanna throw my phone against the wall but I gotta remember I gotta iPhone and it ain’t cheap to get it fixed,negative,0.48606517910957336,subjective,1.0;
"925099614428155904,""I just deleted the app from my phone. Tracked my usage via Moment app, found it and instagram accounted for 50% of iphone usage (!) https://twitter.com/MediaREDEF/status/925099013585690625 …"",negative,0.579442024230957,subjective,1.0";
925098926268731392,Losing merino and replacing him with Diame is like losing your Iphone and replacing it with a phone box # nufc,negative,0.804613471031189,subjective,1.0;
"925098271521075200,""I've just noticed that my phone is more than 2x bigger than my wrist, and I have an IPhone 5. And I'm wearing a bandage. That's great..."",negative,0.8388869166374207,subjective,1.0";
"925098264201957377,""Niggas really gave me a galaxy for my work phone, I kindly placed that shit in the safe like “exchange this for an iPhone please and thank you.”"",negative,0.8056412935256958,subjective,1.0";
925097118020272129,Y’all better get extra protection for ya iPhone X! Ya gonna be sick with a cracked ass phone and Apple care is $200 pic.twitter.com/zkwQtcIR6R,negative,0.8167256712913513,subjective,1.0;
925096932841844737,@ apple YA'LL GMFU because I got an iphone 7 and I've had it for less than a year and this update got my phone acting dumb,positive,0.5356519818305969,subjective,1.0;
"925096035051065345,""# Anker # Universal # Cell # Phone Car # Mount # Dashboard and Windshield Holder for iPhone, Samsung, LG, Nexus, HTC, Mo http://www.kordsgoodbuys.com/anker-universal-cell-phone-car-mount-dashboard-and-windshield-holder-for-iphone-samsung-lg-nexus-htc-motorola-sony-and-other-smartphones/ …"",neutral,0.9961774349212646,objective,0.9999999999921341";
925095068242993153,Anyone else with an iPhone having issues ?? My phone has been lagging and freezing all day,negative,0.974393367767334,subjective,0.6496001949130364;
925094763665248256,@ RomanAtwood I wish I could get a phone case but I dont have an IPhone. I have a LG V20 and wouldn't fit the case:(,neutral,0.3570646345615387,subjective,1.0;
925094117037740033,EVER NOTICED THAT WHEN THEY BRING OUT A NEW IPHONE OUR PHONES CRASH AND GO SLOW?,neutral,0.4575306177139282,subjective,0.9999999999999325;
925094081276940288,@ AppleSupport my rear facing camera in my iPhone 6s isn’t working. I’ve restarted my phone 3 times and closed and re opened apps. Why?,negative,0.6347513198852539,subjective,1.0;
925093395764301824,I have a problem where my iPhone 6s on 10.2.1 restarted by it's self and I can't jailbreak my phone I tried multiple times still nothing?,negative,0.8273369669914246,subjective,1.0;
925092907073368065,Customized IPhone 7 And IPhone 7 Plus Phone Pouches # iPhone # iphonePouches # iphone # PhoneCases # trendyWears # TRENDYWEARSNG,neutral,0.8284329175949097,objective,0.9999998105105717;
925092740899201025,Is it ok to get both phone note 8 and iphone 8 because i love both so much am loyal to both companies,positive,0.9931880235671997,subjective,1.0;
"925092503438675969,""I'm in the grips of an existential crisis. My phone is on the blink, and I'm leaning towards replacing it with an iPhone. Please send help."",negative,0.7811195850372314,subjective,1.0";
925091124825526273,Customized IPhone 7 And IPhone 7 Plus Phone Pouches # iPhone # IphonePouches # iphone # PhoneCases # TrendyWears # TRENDYWEARSNG,neutral,0.8284329175949097,objective,0.9999975434960727;
925090773527298049,Customized IPhone 7 And IPhone 7 Plus Phone Pouches # iPhone # IphonePouches # iphone # PhoneCases… https://www.instagram.com/p/Ba4obqfHu-X/,neutral,0.9245594143867493,objective,0.9999999296255483;
925090517527904261,I think I’m going to go back to a flip phone cuz Verizon’s service and this iPhone update are so slow.. # verizonoutage # iPhoneUpdate,negative,0.8351246118545532,subjective,1.0;
925090158155743233,@ apple WHEN are you going to allow us to download and change the default fonts on our phone. That's all I ask for on my iPhone!!,neutral,0.7129690051078796,subjective,1.0;
"925089691745038337,""I actually believe the iPhone slowing conspiracy around when a new phone is being sold, mine is playing up and keeps breaking"",negative,0.5323552489280701,subjective,1.0";
"925089405974532096µ2017-10-30 20:57µ""Iphones are way better than Samsung phones"" Well at least I can still charge my phone AND listen to music @the sametime. YO IPHONE SUCKµhttps://twitter.com/Yo_Nigga_Sam/status/925089405974532096,nan,neutral,0.407149076461792,subjective,0.7952850462814437";
925089109302968322,should i get an iphone 7 or 8 ? bc the thing is the iphone 8 has a glass back and i always drop my phone so i kinda dont want to do that,neutral,0.6715595126152039,subjective,0.9999998707829152;
"925088904788828160,""why does my 5 year old have three phone? a iphone 5s, a 6s and an android."",neutral,0.791958212852478,objective,0.9999999967215416";
925088896479789060,my phone is on 9% and it’s literally lasted me from like 7:30am the iphone 8 plus battery is amazing,negative,0.5585564970970154,subjective,1.0;
925087911254593541,@ BarsAndMelody There are phone cases of Bars and Melody for the iPhone plus? I’m in love with the pink one.,positive,0.9666628241539001,subjective,1.0;
"925087430994223104,""nope, she didn't have an iPhone, she just had a android, she isn't into the fancy, she just needs to make phone calls and text..... I'm so mad.............."",neutral,0.5464516282081604,subjective,1.0";
"925087269085593602,""All i need and have is bad ass high end PC with no touch or ink and good phone, iPhone 8 Plus in this case. Everything else useless to me."",negative,0.9666268229484558,subjective,1.0";
925087207769149441,Right there with you reppin my avi logo :) wait @ w6rrior could someone possibly make phone backgrounds for android and iPhone I'd download pic.twitter.com/sC9e8GkXio,positive,0.6016737222671509,subjective,1.0;
925087020086644737,@ Apple @ AppleSupport just wasted another hour on the phone and still can’t get my issue resolved. So frustrating having an iPhone!,negative,0.9972232580184937,objective,0.9999999588534733;
"925086736874475521,""and I don't want a 1000$ phone, I just want the iPhone X or the Samsung S8. So.. um.. pretty please?"",negative,0.4924921989440918,subjective,1.0";
925086391611953152,I left my house at 11:30 and my phones on 85% I went from a shitty ass iPhone 6 battery tho so anything is better,negative,0.9942388534545898,subjective,1.0;
